id,name,max_phase,structure,inchi_key
11002,CHLORAMBUCIL,4,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,JCKYGMPEJWAADB-UHFFFAOYSA-N
428791,QUINETHAZONE,4,CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,AGMMTXLNIQSRCG-UHFFFAOYSA-N
304383,SODIUM ACETATE,4,CC(=O)[O-].[Na+],VMHLLURERBWHNL-UHFFFAOYSA-M
675705,RUFINAMIDE,4,NC(=O)c1cn(Cc2c(F)cccc2F)nn1,POGQSBRIGCQNEG-UHFFFAOYSA-N
1059668,SODIUM IODIDE,4,[I-].[Na+],FVAUCKIRQBBSSJ-UHFFFAOYSA-M
2045,HYDROCHLOROTHIAZIDE,4,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,JZUFKLXOESDKRF-UHFFFAOYSA-N
1058780,POTASSIUM BROMIDE,4,[Br-].[K+],IOLCXVTUBQKXJR-UHFFFAOYSA-M
169301,ALOVUDINE,2,Cc1cn([C@H]2C[C@H](F)[C@@H](CO)O2)c(=O)[nH]c1=O,UXCAQJAQSWSNPQ-XLPZGREQSA-N
82982,THYMIDINE,2,Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,IQFYYKKMVGJFEH-XLPZGREQSA-N
372552,BROXURIDINE,2,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1Br,WOVKYSAHUYNSMH-RRKCRQDMSA-N
169379,DOXIFLURIDINE,3,C[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O,ZWAOHEXOSAUJHY-ZIYNGMLESA-N
169321,TRIFLURIDINE,4,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F,VSQQQLOSPVPRAZ-RRKCRQDMSA-N
503632,DIHOMO-GAMMA-LINOLENIC ACID,2,CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O,HOBAELRKJCKHQD-QNEBEIHSSA-N
993429,CRIDANIMOD,2,O=C(O)Cn1c2ccccc2c(=O)c2ccccc21,UOMKBIIXHQIERR-UHFFFAOYSA-N
64776,N-METHYL-D-ASPARTIC ACID (NMDA),2,CN[C@H](CC(=O)O)C(=O)O,HOKKHZGPKSLGJE-GSVOUGTGSA-N
4398,LINOLEIC ACID,2,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,OYHQOLUKZRVURQ-HZJYTTRNSA-N
446432,ICOSAPENT,3,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,JAZBEHYOTPTENJ-JLNKQSITSA-N
469632,MECLIZINE,4,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,OCJYIGYOJCODJL-UHFFFAOYSA-N
66687,ANTHRALIN,4,O=C1c2c(O)cccc2Cc2cccc(O)c21,NUZWLKWWNNJHPT-UHFFFAOYSA-N
22641,PROBUCOL,4,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,FYPMFJGVHOHGLL-UHFFFAOYSA-N
146,OFLOXACIN,4,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,GSDSWSVVBLHKDQ-UHFFFAOYSA-N
650400,"1-(3,4-DICHLOROPHENYL)-6-(METHOXYMETHYL)-3-AZABICYCLO[4.1.0]HEPTANE (ENANTIOMERIC MIX)",1,COC[C@@]12CNCC[C@]1(c1ccc(Cl)c(Cl)c1)C2,ICXJGCSEMJXNQF-ZIAGYGMSSA-N
122170,TIAGABINE,4,Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C,PBJUNZJWGZTSKL-MRXNPFEDSA-N
6243,DESIPRAMINE,4,CNCCCN1c2ccccc2CCc2ccccc21,HCYAFALTSJYZDH-UHFFFAOYSA-N
6643,PAROXETINE,4,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,AHOUBRCZNHFOSL-YOEHRIQHSA-N
712090,INDIRUBIN,2,O=C1Nc2ccccc2/C1=C1/Nc2ccccc2C1=O,CRDNMYFJWFXOCH-YPKPFQOOSA-N
25047,MILTEFOSINE,4,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,PQLXHQMOHUQAKB-UHFFFAOYSA-N
369464,METFORMIN,4,CN(C)C(=N)NC(=N)N,XZWYZXLIPXDOLR-UHFFFAOYSA-N
666,TROGLITAZONE,4,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,GXPHKUHSUJUWKP-UHFFFAOYSA-N
20027,ROSIGLITAZONE,4,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,YASAKCUCGLMORW-UHFFFAOYSA-N
2113973,LEROCICLIB,1,CC(C)N1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)CC1,YPJRHEKCFKOVRT-UHFFFAOYSA-N
430493,FALNIDAMOL,1,CN1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1,FTFRZXFNZVCRSK-UHFFFAOYSA-N
33600,ZD-4190,1,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCn1ccnn1,YBTGTVGEKMZEQX-UHFFFAOYSA-N
42756,FISETIN,2,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,XHEFDIBZLJXQHF-UHFFFAOYSA-N
601890,INDIGO,3,O=C1/C(=C2\Nc3ccccc3C2=O)Nc2ccccc21,COHYTHOBJLSHDF-BUHFOSPRSA-N
2104231,TRILACICLIB,4,CN1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)CC1,PDGKHKMBHVFCMG-UHFFFAOYSA-N
12170,MUSCIMOL,1,NCc1cc(O)no1,ZJQHPWUVQPJPQT-UHFFFAOYSA-N
135858,SODIUM TUNGSTATE,2,O=[W](=O)([O-])[O-].[Na+].[Na+],XMVONEAAOPAGAO-UHFFFAOYSA-N
57200,BREQUINAR,2,Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(=O)O,PHEZJEYUWHETKO-UHFFFAOYSA-N
1281805,DSM-265,2,Cc1cc(Nc2ccc(S(F)(F)(F)(F)F)cc2)n2nc(C(C)(F)F)nc2n1,OIZSVTOIBNSVOS-UHFFFAOYSA-N
378315,ATOVAQUONE,4,O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,KUCQYCKVKVOKAY-CTYIDZIISA-N
96107,TERIFLUNOMIDE,4,C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,UTNUDOFZCWSZMS-YFHOEESVSA-N
1423876,AZD-4017,2,CCCSc1nc(N2CCC[C@@H](CC(=O)O)C2)ccc1C(=O)NC1CCCCC1,NCDZABJPWMBMIQ-INIZCTEOSA-N
1763,BETULINIC ACID,1,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,QGJZLNKBHJESQX-FZFNOLFKSA-N
34757,METHYLDOPA (RACEMIC),1,CC(N)(Cc1ccc(O)c(O)c1)C(=O)O,CJCSPKMFHVPWAR-UHFFFAOYSA-N
378065,RUTIN,2,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,IKGXIBQEEMLURG-NVPNHPEKSA-N
201200,URSOLIC ACID,2,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,WCGUUGGRBIKTOS-GPOJBZKASA-N
236507,PICEID,2,OC[C@H]1O[C@@H](Oc2cc(O)cc(/C=C/c3ccc(O)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,HSTZMXCBWJGKHG-CUYWLFDKSA-N
705459,CYTARABINE HYDROCHLORIDE,3,Cl.Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,KCURWTAZOZXKSJ-JBMRGDGGSA-N
59311,SURAMIN HEXASODIUM,3,Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)[O-])c3cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(=O)Nc3cc(C(=O)Nc4ccc(S(=O)(=O)[O-])c5cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c45)ccc3C)c2)c1.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],VAPNKLKDKUDFHK-UHFFFAOYSA-H
567325,ICARIIN,3,COc1ccc(-c2oc3c(CC=C(C)C)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3c(=O)c2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)cc1,TZJALUIVHRYQQB-XLRXWWTNSA-N
75507,EBSELEN,3,O=c1c2ccccc2[se]n1-c1ccccc1,DYEFUKCXAQOFHX-UHFFFAOYSA-N
422253,RALTEGRAVIR,4,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,CZFFBEXEKNGXKS-UHFFFAOYSA-N
705386,XYLOMETAZOLINE HYDROCHLORIDE,4,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1.Cl,YGWFCQYETHJKNX-UHFFFAOYSA-N
469217,FOLIC ACID,4,Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,OVBPIULPVIDEAO-LBPRGKRZSA-N
993371,LORNOXICAM,4,CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O,WLHQHAUOOXYABV-UHFFFAOYSA-N
1014830,CEFSULODIN SODIUM,4,NC(=O)c1cc[n+](CC2=C(C(=O)[O-])N3C(=O)[C@@H](NC(=O)[C@@H](c4ccccc4)S(=O)(=O)[O-])[C@H]3SC2)cc1.[Na+],REACMANCWHKJSM-DWBVFMGKSA-M
305519,AMPICILLIN,4,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,AVKUERGKIZMTKX-NJBDSQKTSA-N
65728,PRIMIDONE,4,CCC1(c2ccccc2)C(=O)NCNC1=O,DQMZLTXERSFNPB-UHFFFAOYSA-N
107119,STAVUDINE,4,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,XNKLLVCARDGLGL-JGVFFNPUSA-N
952018,BENZYDAMINE HYDROCHLORIDE,4,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12.Cl,HNNIWKQLJSNAEQ-UHFFFAOYSA-N
112175,MEQUITAZINE,4,c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2,HOKDBMAJZXIPGC-UHFFFAOYSA-N
65351,SPARFLOXACIN,4,C[C@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1,DZZWHBIBMUVIIW-DTORHVGOSA-N
1795,LEVOFLOXACIN,4,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,GSDSWSVVBLHKDQ-JTQLQIEISA-N
389718,NIFUROXAZIDE,4,O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1ccc(O)cc1,YCWSUKQGVSGXJO-NTUHNPAUSA-N
128555,CIANIDANOL,4,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,PFTAWBLQPZVEMU-DZGCQCFKSA-N
550053,ISOPROTERENOL HYDROCHLORIDE,4,CC(C)NCC(O)c1ccc(O)c(O)c1.Cl,IROWCYIEJAOFOW-UHFFFAOYSA-N
754676,ACETARSONE,4,CC(=O)Nc1cc([As](=O)(O)O)ccc1O,ODFJOVXVLFUVNQ-UHFFFAOYSA-N
1418075,CEFUROXIME SODIUM,4,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CS[C@H]12)c1ccco1.[Na+],URDOHUPGIOGTKV-JTBFTWTJSA-M
1418074,METHACYCLINE HYDROCHLORIDE,4,C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12.Cl,VZQARNDJLLWXGL-CCHMMTNSSA-N
22391,MISOPROSTOL,4,CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,OJLOPKGSLYJEMD-URPKTTJQSA-N
675090,MEGESTROL ACETATE,4,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,RQZAXGRLVPAYTJ-GQFGMJRRSA-N
675070,LIOTHYRONINE SODIUM,4,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-].[Na+],SBXXSUDPJJJJLC-YDALLXLXSA-M
1380067,NORGESTREL,4,C#CC1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,WWYNJERNGUHSAO-CULCCENASA-N
374005,ETHIONAMIDE,4,CCc1cc(C(N)=S)ccn1,AEOCXXJPGCBFJA-UHFFFAOYSA-N
46958,"LIPOIC ACID, ALPHA",4,O=C(O)CCCCC1CCSS1,AGBQKNBQESQNJD-UHFFFAOYSA-N
947848,EPHEDRINE SULFATE,4,CN[C@@H](C)[C@H](O)c1ccccc1.CN[C@@H](C)[C@H](O)c1ccccc1.O=S(=O)(O)O,CAVQBDOACNULDN-KHFUBBAMSA-N
478059,CEPHALOTHIN SODIUM,4,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1.[Na+],VUFGUVLLDPOSBC-XRZFDKQNSA-M
581819,DYPHYLLINE,4,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,KSCFJBIXMNOVSH-UHFFFAOYSA-N
452635,AMANTADINE HYDROCHLORIDE,4,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
201284,DEQUALINIUM CHLORIDE,4,Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21.[Cl-].[Cl-],LTNZEXKYNRNOGT-UHFFFAOYSA-N
462435,DOXORUBICIN HYDROCHLORIDE,4,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,MWWSFMDVAYGXBV-RUELKSSGSA-N
226400,PENICILLIN G POTASSIUM,4,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[K+],IYNDLOXRXUOGIU-LQDWTQKMSA-M
128275,DITHIAZANINE IODIDE,4,CCN1/C(=C/C=C/C=C/c2sc3ccccc3[n+]2CC)Sc2ccccc21.[I-],MNQDKWZEUULFPX-UHFFFAOYSA-M
674994,CEPHAPIRIN SODIUM,4,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1.[Na+],VGEOUKPOQQEQSX-OALZAMAHSA-M
250908,IMIQUIMOD,4,CC(C)Cn1cnc2c(N)nc3ccccc3c21,DOUYETYNHWVLEO-UHFFFAOYSA-N
674709,AMPICILLIN SODIUM,4,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+],KLOHDWPABZXLGI-YWUHCJSESA-M
314132,PENTAMIDINE ISETHIONATE,4,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO,YBVNFKZSMZGRAD-UHFFFAOYSA-N
4345,NEVIRAPINE,4,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,NQDJXKOVJZTUJA-UHFFFAOYSA-N
16485,CAFFEINE,4,Cn1c(=O)c2c(ncn2C)n(C)c1=O,RYYVLZVUVIJVGH-UHFFFAOYSA-N
153330,SULFAPHENAZOLE,4,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,QWCJHSGMANYXCW-UHFFFAOYSA-N
675187,CARBIDOPA,4,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O,TZFNLOMSOLWIDK-JTQLQIEISA-N
674512,DOXAZOSIN MESYLATE,4,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC.CS(=O)(=O)O,VJECBOKJABCYMF-UHFFFAOYSA-N
21523,ZAFIRLUKAST,4,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,YEEZWCHGZNKEEK-UHFFFAOYSA-N
674481,CEFOXITIN SODIUM,4,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CS[C@@H]21.[Na+],GNWUOVJNSFPWDD-XMZRARIVSA-M
193281,TETRABENAZINE,4,COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,MKJIEFSOBYUXJB-UHFFFAOYSA-N
374182,BENZBROMARONE,4,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,WHQCHUCQKNIQEC-UHFFFAOYSA-N
128309,PELDESINE,1,Nc1nc2c(Cc3cccnc3)c[nH]c2c(=O)[nH]1,DOHVAKFYAHLCJP-UHFFFAOYSA-N
1823432,PF-05175157,2,Cc1nc2ccc(C(=O)N3CCC4(CC3)CC(=O)c3c(cnn3C(C)C)C4)cc2[nH]1,BDXXSFOJPYSYOC-UHFFFAOYSA-N
499179,PANOBINOSTAT,4,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,FPOHNWQLNRZRFC-ZHACJKMWSA-N
255378,TALINOLOL,1,CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1,MXFWWQICDIZSOA-UHFFFAOYSA-N
2091148,GSK2256294,2,CNc1nc(C)nc(N[C@H]2CCC[C@@H](C(=O)NCc3ccc(C#N)cc3C(F)(F)F)C2)n1,LQHDJQIMETZMPH-ZBFHGGJFSA-N
359572,AR9281,2,CC(=O)N1CCC(NC(=O)NC23CC4CC(CC(C4)C2)C3)CC1,HUDQLWBKJOMXSZ-UHFFFAOYSA-N
4872,ROLIPRAM,2,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,HJORMJIFDVBMOB-UHFFFAOYSA-N
30211,SODIUM LAURYL SULFATE,3,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],DBMJMQXJHONAFJ-UHFFFAOYSA-M
365281,DEXAMETHASONE,4,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,UREBDLICKHMUKA-CXSFZGCWSA-N
139225,OXAPROZIN,4,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,OFPXSFXSNFPTHF-UHFFFAOYSA-N
9217,ZILEUTON,4,CC(c1cc2ccccc2s1)N(O)C(N)=O,MWLSOWXNZPKENC-UHFFFAOYSA-N
574221,OBETICHOLIC ACID,4,CC[C@@H]1[C@@H]2C[C@H](O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@H]3[C@H](C)CCC(=O)O)[C@@H]2[C@@H]1O,ZXERDUOLZKYMJM-ZWECCWDJSA-N
304798,FULVESTRANT,4,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,VWUXBMIQPBEWFH-WCCTWKNTSA-N
173,INDOMETHACIN,4,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CGIGDMFJXJATDK-UHFFFAOYSA-N
21697,ROFECOXIB,4,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,RZJQGNCSTQAWON-UHFFFAOYSA-N
1377956,CENICRIVIROC MESYLATE,1,CCCCOCCOc1ccc(-c2ccc3c(c2)/C=C(/C(=O)Nc2ccc([S@@+]([O-])Cc4cncn4CCC)cc2)CCCN3CC(C)C)cc1.CS(=O)(=O)O,IXPBPUPDRDCRSY-YLZLUMLXSA-N
1790952,BMS-817399,2,CC(C)[C@@H](NC(=O)NCC(C)(C)O)C(=O)N1CC[C@](O)(c2ccc(Cl)cc2)C(C)(C)C1,GTDPZONCGOCXOD-JPYJTQIMSA-N
1439366,AZD4818,2,CC(=O)Nc1ccc(O)cc1OC[C@@](C)(O)CNC1CCN(Cc2ccc(Cl)cc2)CC1,RKWKLTLIBREDHD-DEOSSOPVSA-N
508408,MAVORIXAFOR,3,NCCCCN(Cc1nc2ccccc2[nH]1)[C@H]1CCCc2cccnc21,WVLHHLRVNDMIAR-IBGZPJMESA-N
1445435,ABAMETAPIR,4,Cc1ccc(-c2ccc(C)cn2)nc1,PTRATZCAGVBFIQ-UHFFFAOYSA-N
1439371,GSK-2239633,1,COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(NC(=O)CO)c1,JVBQEIRQUCWMTR-UHFFFAOYSA-N
97867,ITRACONAZOLE,4,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,VHVPQPYKVGDNFY-UHFFFAOYSA-N
11212,ALDOSTERONE,1,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C=O)[C@@H](C(=O)CO)CC[C@@H]12,PQSUYGKTWSAVDQ-ZVIOFETBSA-N
138037,HYDROXYPROGESTERONE,2,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,DBPWSSGDRRHUNT-CEGNMAFCSA-N
34933,STANOLONE,2,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,NVKAWKQGWWIWPM-ABEVXSGRSA-N
419443,CORTODOXONE,2,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,WHBHBVVOGNECLV-OBQKJFGGSA-N
182165,CORTICOSTERONE,3,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,OMFXVFTZEKFJBZ-HJTSIMOOSA-N
182920,CORTISONE,3,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=C[C@H](O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,LPYXTAPPNYMYOP-XDBTXSBWSA-N
42013,NANDROLONE,3,C[C@]12CC[C@@H]3[C@H]4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2O,NPAGDVCDWIYMMC-IZPLOLCNSA-N
150313,HYDROCORTISONE ACETATE,4,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,ALEXXDVDDISNDU-JZYPGELDSA-N
328137,ESTRIOL,4,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,PROQIPRRNZUXQM-ZXXIGWHRSA-N
149457,PRASTERONE,4,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2=O,FMGSKLZLMKYGDP-USOAJAOKSA-N
364520,TESTOSTERONE,4,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,MUMGGOZAMZWBJJ-DYKIIFRCSA-N
12825,PROGESTERONE,4,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,RJKFOVLPORLFTN-LEKSSAKUSA-N
374052,HYDROCORTISONE,4,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,JYGXADMDTFJGBT-VWUMJDOOSA-N
342897,ESTRONE,4,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,DNXHEGUUPJUMQT-CBZIJGRNSA-N
27370,PREDNISOLONE,4,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,OIGNJSKKLXVSLS-VWUMJDOOSA-N
432232,GLUTATHIONE,3,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,RWSXRVCMGQZWBV-WDSKDSINSA-N
42577,MALTOL,3,Cc1occc(=O)c1O,XPCTZQVDEJYUGT-UHFFFAOYSA-N
16510,SULINDAC,4,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1,MLKXDPUZXIRXEP-MFOYZWKCSA-N
23001,ZOMEPIRAC,4,Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,ZXVNMYWKKDOREA-UHFFFAOYSA-N
118617,TOLMETIN,4,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,UPSPUYADGBWSHF-UHFFFAOYSA-N
314587,ACEMETACIN,4,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,FSQKKOOTNAMONP-UHFFFAOYSA-N
16591,KETOPROFEN,4,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,DKYWVDODHFEZIM-UHFFFAOYSA-N
255534,FENOPROFEN,4,CC(C(=O)O)c1cccc(Oc2ccccc2)c1,RDJGLLICXDHJDY-UHFFFAOYSA-N
2221622,PF-06650833,2,CC[C@H]1[C@@H](COc2nccc3cc(C(N)=O)c(OC)cc23)NC(=O)[C@H]1F,JKDGKIBAOAFRPJ-ZBINZKHDSA-N
419596,NIFEDIPINE,4,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],HYIMSNHJOBLJNT-UHFFFAOYSA-N
924,TACROLIMUS,4,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,QJJXYPPXXYFBGM-LFZNUXCKSA-N
